dObar	Agpmsnn	dobar
kRpu	Ncfsa	krpa
onOje	Pi3n-n	onOje
razmRve	Vmr3p	razmrviti
raznmRvi	Ncmpn	raznmrv
i	Cc	i
s	Si	sa
tOj	Pd-nsn	taj
se	Px--sa	sebe
sirIlo	Vmp-sn	siriti
rAnije	Rgc	rano
.	Z	.

i	Cc	i
slAtko	Ncnsn	slatko
bIlo	Vmp-sn	biti
sIrenje	Ncnsn	sirenje
nə	Npnsg	nə
.	Z	.

a	Cc	a
ovOj	Pd-nsn	ovaj
sAg	Rgp	sad
se	Px--sa	sebe
#smjEte#	Npmsn	#smjEte#
sIri	Vmr3s	siriti
.	Z	.

pa	Cc	pa
.	Z	.

tUrimo	Vmr1p	turiti
tOj	Pd-nsn	taj
mlekO	Ncnsn	mleko
pa	Cc	pa
stojI	Vmr3s	stajati
.	Z	.

dvAes	Mlc	dvadeset
i	Cc	i
četrI	Mlc	četiri
sAta	Ncmsg	sat
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
se	Px--sa	sebe
uvAti	Vmr3s	uhvatiti
pa	Cc	pa
ga	Pp3msa	on
isečEmo	Vmr1p	iseći
.	Z	.

pa	Cc	pa
ga	Pp3msa	on
.	Z	.

sIpeš	I	sIpeš
u	Sa	u
cedIlo	Ncnsa	cedilo
pa	Cc	pa
se	Px--sa	sebe
ocEdi	Vmr3s	ocediti
.	Z	.

u	Sl	u
bAl/	Ncfsl	bala

kAd/	Z	kAd/

u	Sa	u
.	Z	.

kRpu	Ncfsa	krpa
•	X	•
kAd	Cs	kad
.	Z	.

pritIskamo	Vmr1p	pritiskati
ga	Pp3msa	on
nEgde	Rgp	negde
kAd	Cs	kad
je	Var3s	biti
mEko	Appnsny	mek
da	Cs	da
.	Z	.

u	Sa	u
kAlup	Ncmsan	kalup
pa	Cc	pa
sas	Si	sa
.	Z	.

ta	Cs	da
skUpa	Rgp	skupa
ozgOr	Rgp	odozgo
kAmen	Ncmsn	kamen
.	Z	.

ta	Cs	da
se	Px--sa	sebe
procEdi	Vmr3s	procediti
pa	Cc	pa
se	Px--sa	sebe
usOli	Vmp-pm	usoti
pOsle	Rgp	posle
i	Cc	i
takOj	Rgp	tako
se	Px--sa	sebe
pritIska	Vmr3s	pritiskati
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
.	Z	.

pritIska	Vmr3s	pritiskati
da	Cs	da
prevrI	Vmr3s	prevreti
kAa	Ncmsay	ka
.	Z	.

Ovči	Rr	oti
sIr	Ncmsan	sir
.	Z	.

sAg	Rgp	sad
tUramo	Vmr1p	turati
nAjlon	Ncmsan	najlon
tUramo	Vmr1p	turati
.	Z	.

tUrim	Vmr1s	turiti
prOjeno	Agpnsay	projen
brAšno	Ncnsa	brašno
.	Z	.

odozgOre	Qr	odozgOre
.	Z	.

pa	Cc	pa
tUrim	Vmr1s	turiti
nAjlon	Ncmsan	najlon
pa	Cc	pa
.	Z	.

evO	I	evo
ovAk	Rgp	ovako
u	Sa	u
daskU	Ncfsa	daska
urEzano	Appnsny	urezati
na	Sa	na
tOlki	Agpmsayn	tolki
sUd	Ncmsan	sud
.	Z	.

pa	Cc	pa
tUrim	Vmr1s	turiti
tOj	Pd-nsn	taj
i	Cc	i
sAmo	Rgp	samo
šIbnem	Vmr1s	šibnuti
.	Z	.

tEšku	Agpfsay	težak
kamInu	Ncfsa	kamin
.	Z	.

i	Cc	i
tOj	Pd-nsn	taj
sedI	Vmr3s	sedeti
etO	I	eto
tkakO	Pi-nsn	tkakO
sIreno	Appnsny	siriti
.	Z	.

kAd	Cs	kad
ga	Pp3msa	on
razvRšim	Vmr1s	razvršiti
ča	Cs	ča
kAd	Cs	kad
snEg	Ncmsn	sneg
udAri	Vmr3s	udariti
.	Z	.

nIšta	Pi3n-a	ništa
mu	Pp3msd	on
ne	Qz	ne
fAli	Vmr3s	faliti
onO	Pd-nsn	onaj
odgrebEm	Pi-nsn	odgrebEm
.	Z	.

trAje	Vmr3s	trajati
.	Z	.

onO	Pd-nsn	onaj
pr	Pi-nsn	pr
.	Z	.

prevrI	Vmr3s	prevreti
po	Sl	po
pOpara	Ncnsl	popara
gibAnica	Ncfsn	gibanica
tOj	Pd-nsn	taj
slAtak	Ncmsn	slatak
sIr	Ncmsn	sir
.	Z	.

prevrE	Vmr3s	prevreti
.	Z	.

i	Cc	i
kAd	Cs	kad
ga	Pp3msa	on
ispRžiš	Vmr2s	ispržiti
.	Z	.

u	Sa	u
mAst	Ncfsa	mast
pa	Cc	pa
sItnu	Agpfsay	sitan
paprIku	Ncfsa	paprika
pa	Cc	pa
tO	Pdsn	taj
je	Var3s	biti
lepOta	Ncfsn	lepota
da	Cs	da
se	Pxsa	sebe
najedEš	Vmr2s	najesti
.	Z	.

takOj	Rgp	tako
se	Px--sa	sebe
tO	Pd-nsn	taj
čUva	Vmr3s	čuvati
.	Z	.

a	Cc	a
kAd	Cs	kad
.	Z	.

sAg	Rgp	sad
po	Sl	po
.	Z	.

po	Sl	po
kašIku	Ncfsa	kašika
.	Z	.

sIpem	Npmpn	sIpe
na	Sa	na
.	Z	.

desEt	Mlc	deset
kIla	Ncfsn	kila
ko	Pi3m-n	ko
.	Z	.

a	Cc	a
mAlu	Agpfsay	mali
kašIčku	Ncfsa	kašička
na	Sa	na
pOla	Rgp	pola
ko	Pi3m-n	ko
u	Sl	u
majU	Ncmsl	maj
.	Z	.

Isto	Rgp	isto
takOj	Rgp	tako
dvAs	Mdc	dvas
i	Cc	i
četrI	Mlc	četiri
sAta	Ncmsg	sat
stojI	Vmr3s	stajati
pa	Cc	pa
ga	Pp3msa	on
.	Z	.

isečEm	Vmr1s	iseći
sAd	Rgp	sad
sItno	Agpnsny	sitan
kakO	Cs	kako
.	Z	.

za	Sa	za
pOtrebu	Ncfsa	potreba
Ima	Vmr3s	imati
.	Z	.

nAs	Npmsn	nAs
je	Var3s	biti
desetInu	Ncfsa	desetina
nasIrili	Cc	nasIrili
smo	Var1p	biti
si	Px--sd	sebe
.	Z	.

za	Sa	za
Ima	Vmr3s	imati
za	Sa	za
kUću	Ncfsa	kuća
.	Z	.

onO	Pd-nsn	onaj
odAvna	Rgp	odavno
nE	Qz	ne
imAlo	Vmp-sn	imati
pEnzija	Ncfsn	penzija
.	Z	.

a	Cc	a
ne	Qz	ne
se	Px--sa	sebe
n	Ncfpn	n
imAlo	Vmp-sn	imati
ni	Qo	ni
gdE	Rgp	gde
slUži	Vmr3s	služiti
.	Z	.

pa	Cc	pa
tOj	Pd-nsn	taj
prodavAli	Vmp-pm	prodavati
sIrenje	Ncnsa	sirenje
.	Z	.

pasUlj	Ncmsn	pasulj
kAd	Cs	kad
onA	Pp3fsn	on
bilA	Vmp-sf	biti
tOj	Pd-nsn	taj
takvO	Pd-nsn	takav
.	Z	.

a	Cc	a
kAd	Cs	kad
u	Sa	u
mojE	Ps1nsa	moj
znAnje	Ncnsa	znanje
kAd	Cs	kad
sam	Var1s	biti
bilA	Vmp-sf	biti
detE	Ncnsa	dete
.	Z	.

dEda	Ncmsn	deda
čuvAl	Agpfsgy	čuval
krAve	Ncfsg	krava
čuvAl	Vmp-sm	čuvati
vIše	Rgc	mnogo
volOvi	Ncmpn	vol
.	Z	.

a	Cc	a
mOj	Ps1msn	moj
dEda	Ncmsn	deda
čuvAl	Vmp-sm	čuvati
krAve	Ncfpa	krava
.	Z	.

al	Cc	ali
nEma	Vmr3s	imati
gdE	Cs	gde
da	Cs	da
prodA	Vmr3s	prodati
telE	Ncnsa	tele
kAd	Cs	kad
se	Px--sa	sebe
otelIla	Vmp-sf	oteliti
.	Z	.

negO	Cc	nego
edAn	Npmsn	edAn
opančAr	Npmsn	Opančar
bIl	Vmp-sm	biti
tUj	Rgp	tu
.	Z	.

zaklAl	Vmp-sm	zaklati
ga	Pp3msa	on
pa	Cc	pa
ovdE	Rgp	ovde
po	Sa	po
selO	Ncnsa	selo
.	Z	.

tOj	Pd-nsn	taj
iskrčmIl	Vmp-sm	iskrčmiti
kOj	Pi3m-n	koji
kupIl	Vmp-sm	kupiti
pOla	Rgp	pola
kIlce	Vmr3p	kilciti
kOj	Pi3m-n	koji
kIlce	Qr	kIlce
.	Z	.

da	Cs	da
plAti	Vmr3s	platiti
pOrez	Ncmsan	porez
.	Z	.

tO	Pdsn	taj
je	Var3s	biti
rAnije	Rgc	rano
o	Sl	o
kAd	Cs	kad
sam	Var1s	biti
jA	Pp1-sn	ja
bilA	Vmp-sf	biti
detE	Ncnsa	dete
.	Z	.

((XXX))	X	((xxx))
.	Z	.

patIli	Vmp-pm	patiti
za	Sa	za
pEnzijiceve	Ncnsa	penzijica
inAče	Rgp	inače
bIl	Vmp-sm	biti
bi	Vaa3s	biti
si	Px--sd	sebe
i	Cc	i
sAg	Rgp	sad
tEžak	Ncmsn	težak
.	Z	.

((laugh))	X	((laugh))
čEkamo	Vmr1p	čekati
mEsec	Ncmsn	mesec
pa	Cc	pa
da	Cs	da
sAg	Rgp	sad
.	Z	.

Ete	I	eto
kupIl	Npmsn	kupIl
si	Px--sd	sebe
jednO	Mlcnsn	jedan
platIl	Npmsn	platIl
si	Px--sd	sebe
strUju	Ncfsa	struja
.	Z	.

platIl	Agpmsny	platil
telefOn	Ncmsn	telefon
.	Z	.

((XXX))	X	((xxx))
lEkove	Ncmpa	lek
jednO	Mlcnsn	jedan
drUgo	Agpnsny	drugi
.	Z	.

al	Cc	ali
da	Cs	da
nesU	Vmr3p	biti
.	Z	.

a	Cc	a
nesI	Agpmsny	nes
kAdar	Ncmsn	kadar
a	Cc	a
nEmaš	Vmr2s	imati
štO	Pi3n	što
od	Vaa3s	od
kakvO	Pq-nsn	kakav
da	Cs	da
prOdaš	Vmr2s	prodati
sAg	Rgp	sad
Ajde	I	hajde
.	Z	.

nEće	Var3s	hteti
.	Z	.

mOglo	Vmp-sn	moći
.	Z	.

pa	Cc	pa
brAli	Vmp-pm	brati
smo	Var1p	biti
jednO	Mlcnsn	jedan
vrEme	Ncnsa	vreme
i	Cc	i
šipcI	Ncmpn	šipak
.	Z	.

pa	Cc	pa
i	Cc	i
trAve	Ncfpn	trava
.	Z	.

podUbice	Ncfpn	podubica
pa	Cc	pa
rAvan	Agpmsnn	ravan
pa	Cc	pa
.	Z	.

lIpu	Ncfsa	lipa
pa	Cc	pa
.	Z	.

svA	Pipn	sav
svAkako	Rgp	svakako
otkupuvAli	Vmp-pm	otkupuvati
ovdEkaj	Rgp	ovde
nEki	Pi-mpn	neki
ljUi	Npmsn	ljUi
.	Z	.

i	Cc	i
nAši	Ps1mpn	naš
.	Z	.

uzimAl	Vmp-sm	uzimati
si	Px--sd	sebe
parUtu	Ncfsa-t	para
.	Z	.

a	Cc	a
ovOj	Pd-nsn	ovaj
sAg	Rgp	sad
Ete	Npfsg	Eta
.	Z	.

kojA	Pisn	koji
kakO	Cs	kako
gOdina	Ncfsn	godina
nIkoj	Pi3m-n	niko
nIšta	Pi3n-a	ništa
.	Z	.

i	Cc	i
tIje	Npfsg	Tija
tEj	Npmsn	Tej
stOčić	Npmsn	Stočić
se	Pxsa	sebe
tEl	Vmp-sm	hteti
i	Cc	i
jAdan	Agpmsnn	jadan
čIki	Npmsn	Čiki
ti	Pp2-sd	ti
tOj	Pd-nsn	taj
.	Z	.

tEl	Vmp-sm	hteti
čIki	Npfsn	Čiki
ti	Pp2-sn	ti
.	Z	.

švErceri	Npmpn	švErcer
nEkakvi	Pipn	nekakav
donesU	Vmr3p	doneti
ni	Qo	ni
onI	Pp3mpn	oni
.	Z	.

gdE	Rgp	gde
ćeš	Vmr2s	hteti
ga	Pp3msa	on
.	Z	.

o	Sl	o
umRcveno	Ncmpl	umrcv
jA	Pp1-sn	ja
kAd	Cs	kad
sam	Var1s	biti
.	Z	.

vidE	Vma3s	videti
dOle	Rgp	dole
.	Z	.

ev	I	evo
.	Z	.

kAd	Cs	kad
no	Cc	no
Autobus	Ncmsn	autobus
•	X	•
stAnica	Ncfsn	stanica
kakvA	Pisn	kakav
je	Var3s	biti
bilA	Vapf	biti
.	Z	.

stAnica	Ncfsn	stanica
pa	Cc	pa
Autobusi	Npmpn	Autobus
sAmo	Rgp	samo
privOde	Vmr3p	privoditi
onAj	Pd-msn	onaj
za	Sa	za
bOgrad	Npmsan	bOgrad
onAj	Pd-msn	onaj
za	Sa	za
nIš	X	nIš
onAj	Pd-msn	onaj
za	Sa	za
ovAmo	Rgp	ovamo
za	Sa	za
ovdEkaj	Rgp	ovde
u	Sa	u
sEla	Ncnpa	selo
.	Z	.

otIšla	Vmp-sf	otići
sam	Var1s	biti
onO	Pd-nsn	onaj
.	Z	.

pUsto	Rgp	pusto
•	X	•
kAfana	Ncfsn	kafana
.	Z	.

ne	Qz	ne
nEma	Vmr3s	imati
nIšta	Pi3n-n	ništa
nIgde	Rgp	nigde
.	Z	.

ne	Qz	ne
nEma	Vmr3s	imati
kAsarine	Pi3n-n	kAsarine
nEma	Vmr3s	imati
vOjska	Ncfsn	vojska
pa	Cc	pa
kakvO	Pi-nsn	kakav
Oćeš	Var2s	hteti
drUgo	Agpnsny	drugi
da	Cs	da
Ima	Vmr3s	imati
.	Z	.

svE	Agpfpny	sav
fAbrike	Ncfpn	fabrika
što	Pi3n	što
imAle	Vmp-pf	imati
u	Sa	u
knjAževac	Npmsan	knjaževac
.	Z	.

svE	Pi-nsn	sav
ugAšeno	Appnsny	ugasiti
.	Z	.

jedIno	Rgp	jedino
tAj	Pd-msn	taj
.	Z	.

talijAn	Ncmsn	talijan
sas	Si	sa
tUj	Pd-fsa	taj
obUću	Ncfsa	obuća
dOle	Rgp	dole
•	X	•
nEkolko	Rgp	nekoliko
rAdnika	Ncmpg	radnik
i	Cc	i
tO	Pd-nsn	taj
ti	Pp2-sd	ti
je	Var3s	biti
gdE	Rgp	gde
da	Cs	da
rAde	Vmr3p	raditi
.	Z	.

a	Cc	a
a	Cc	a
svE	Pi-nsn	sav
se	Px--sa	sebe
srinUl	Vmp-sn	srinti
dOle	Rgp	dole
Omladina	Npmsg	Omladin
.	Z	.

i	Cc	i
gdE	Rgp	gde
će	Var3s	hteti
.	Z	.

nIje	Var3s	biti
dObro	Rgp	dobro
mI	Pp1-pn	ja
smo	Var1p	biti
ostarEli	Vmpm	ostareti
al	Cc	ali
za	Sa	za
ovIja	Pd-msan	ovaj
mlAđi	Npmsn	mlAđi
ne	Qz	ne
vAlja	Vmr3s	valjati
.	Z	.

ni	Cc	ni
ni	Qo	ni
ovAmo	Rgp	ovamo
.	Z	.

mOž	Vmr3s	moći
•	X	•
nIšta	Pi3n-n	ništa
manUli	Vmp-pm	manuti
nesU	Var3p	biti
navIkli	Vmp-pm	navići
.	Z	.

a	Cc	a
tAm	Rgp	tamo
nEma	Vmr3s	imati
gdE	Rgp	gde
.	Z	.

a	Cc	a
trOši	Vmr3s	trošiti
se	Px--sa	sebe
.	Z	.

Ajde	I	hajde
•	X	•
tvOja	Agpfsny	tvoji
kUća	Ncfsn	kuća
stAne	Vmr3s	stati
l	Qq	li
ovOj	Pd-nsn	ovaj
ali	Cc	ali
.	Z	.

ne	Qz	ne
jedU	Vmr3p	jesti
se	Px--sa	sebe
zIdovi	Ncmpn	zid
.	Z	.

trEba	Vmr3s	trebati
i	Cc	i
da	Cs	da
jedEš	Vmr2s	jesti
.	Z	.

i	Cc	i
da	Cs	da
se	Px--sa	sebe
opEreš	Vmr2s	oprati
.	Z	.

u	Sl	u
((cough))	X	((cough))
.	Z	.

sOlju	Ncfsi	sol
.	Z	.

Ako	Cs	ako
•	X	•
sI	Px--sd	sebe
rEkla	Vmp-sf	reći
mI	Pp1-sd	ja
bi	Vaa3p	biti
namestIli	Vmp-pm	namestiti
.	Z	.

((laugh))	X	((laugh))
.	Z	.

ne	Qz	ne
znAm	Vmr1s	znati
te	Cc	te
kvO	Pr-nsn	kvo
te	Pp2-sa	ti
interEsuje	Vmr3s	interesovati
jOš	Rgp	još
((laugh))	X	((laugh))
.	Z	.

bilO	Vmp-sn	biti
nEkako	Rgp	nekako
po	Sl	po
poštuvAnje	Npmpa	poštuvAnja
.	Z	.

poštuvAli	Vmp-pm	poštovati
se	Px--sa	sebe
i	Qo	i
kUmovi	Ncmpn	kum
poštuvAli	Vmp-pm	poštovati
se	Px--sa	sebe
i	Cc	i
brAća	Ncfsn	brat
.	Z	.

i	Cc	i
komšIje	Ncmpn	komšija
.	Z	.

i	Cc	i
rodItelji	Ncmpn	roditelj
i	Cc	i
svE	Pi-nsn	sav
.	Z	.

a	Cc	a
sAg	Rgp	sad
nEkako	Rgp	nekako
.	Z	.

svAki	Pi-msn	svaki
si	Px--sd	sebe
•	X	•
mIsli	Vmr3s	misliti
da	Cs	da
je	Var3s	biti
.	Z	.

njegOvo	Ps3nsn	njegov
•	X	•
nAjbolje	Rgs	dobro
.	Z	.

i	Cc	i
nIkoj	Pi3m-n	niko
te	Pp2-sa	ti
.	Z	.

ne	Qz	ne
.	Z	.

pa	Cc	pa
tO	Pd-nsn	taj
mI	Pp1-pn	ja
od	Sg	od
starIne	Ncmsg	starina
nIsmo	Var1p	biti
manjuvAli	Vmp-pm	manjuvati
.	Z	.

kUm	Ncmsn	kum
sAg	Rgp	sad
.	Z	.

kUm	Ncmsn	kum
rEkne	Vmr3s	reći
.	Z	.

kAd	Cs	kad
odrEkne	Vmr3s	odreći
tAg	Rgp	tako
uzImaš	Vmr2s	uzimati
drUgoga	Mlomsg	drugi
.	Z	.

Ako	Cs	ako
li	Qq	li
mAneš	Vmr2s	manuti
kUma	Ncmsay	kum
.	Z	.

a	Cc	a
•	X	•
nEćeš	Vmr2s	hteti
ga	Pp3msa	on
.	Z	.

On	Pp3msn	on
ti	Pp2-sn	ti
nEće	Var3p	hteti
oprOsti	Vmr3s	oprostiti
tOj	Pd-nsn	taj
ne	Qz	ne
vAlja	Vmr3s	valjati
.	Z	.

dabOme	Qr	dabome
.	Z	.

jedIno	Rgp	jedino
kA	X	k
.	Z	.

ugAsne	Vmr3s	ugasnuti
tAj	Pd-msn	taj
.	Z	.

porOdica	Ncfsn	porodica
tAm	Rgp	tamo
kojI	Pisn	koji
je	Var3s	biti
kUm	Ncmsn	kum
nEma	Vmr3s	imati
Onda	Rgp	onda
.	Z	.

Uzimaš	Vmr2s	uzimati
drUguga	Qr	drUguga
.	Z	.

a	Cc	a
ovAk	Rgp	ovako
da	Cs	da
ga	Pp3msa	on
mAneš	Vmr2s	manuti
pa	Cc	pa
d	Cs	da
Uzimaš	Vmr2s	uzimati
drUguga	Px--sa	drUguga
Ima	Vmr3s	imati
.	Z	.

pojedIni	Agpmsny	pojedini
.	Z	.

sirotInje	Npnsn	sirotInje
kUm	Ncmsn	kum
pa	Cc	pa
.	Z	.

nEće	Var3s	hteti
ga	Pp3msa	on
uzEl	Vmp-sm	uzeti
drUguga	I	drUguga
ali	Cc	ali
.	Z	.

nIje	Var3s	biti
mu	Pp3msd	on
pOsle	Rgp	posle
bIlo	Vcp-sn	biti
dObar	Agpmsnn	dobar
.	Z	.

za	Sa	za
svE	Pipa	sav
•	X	•
za	Sa	za
svE	Pi-nsn	sav
.	Z	.

i	Cc	i
odAvna	Rgp	odavno
bilO	Vcp-sn	biti
kakO	Cs	kako
kUm	Ncmsn	kum
kAže	Vmr3s	kazati
Ime	Ncnsa	ime
.	Z	.

a	Cc	a
sAg	Rgp	sad
počEli	Vmp-pm	početi
.	Z	.

onI	Pp3mpn	oni
kAko	Cs	kako
kAžu	Vmr3p	kazati
.	Z	.

kUm	Ncmsn	kum
pristanjUje	Vmp-pm	pristanjuti
•	X	•
mI	Pp1-pn	ja
s/	X	s/
.	Z	.

i	Cc	i
mI	Pp1-pn	ja
smo	Var1p	biti
bIli	Vmp-pm	biti
kUmovi	Ncmpn	kum
na	Sa	na
pUno	Rgp	puno
mEsta	Ncnpa	mesto
.	Z	.

ah	I	ah
.	Z	.

odAvna	Rgp	odavno
ni	Qo	ni
.	Z	.

bAba	Ncfsn	baba
.	Z	.

pIpne	Vmr3s	pipnuti
u	Sa	u
crepUlju	Ncfsa	crepulja
.	Z	.

kAd	Cs	kad
će	Var3s	hteti
da	Cs	da
no/	Qr	no/
.	Z	.

ponesEm	Vmr1s	poneti
detE	Ncnsn	dete
po	Sa	po
selO	Ncnsa	selo
.	Z	.

onA	Pp3fsn	on
pIpne	Vmr3s	pipnuti
u	Sa	u
crepUlju	Ncfsa	crepulja
pa	Cc	pa
ga	Pp3msa	on
pIpne	Vmr3s	pipnuti
po	Sa	po
čelO	Ncnsa	čelo
.	Z	.

((laugh))	X	((laugh))
dA	Cs	da
je	Var3s	biti
ne	Qz	ne
uvAti	Vmr3s	uhvatiti
((XXX))	X	((xxx))
.	Z	.

p	Cc	pa
al	Cc	ali
bEli	Agpmsny	beo
lUk	Ncmsn	luk
turIli	Npmsn	turIli
.	Z	.

mojE	Ps1nsn	moj
u	Sa	u
ljUljku	Ncfsa	Ljuljka
spAlo	Vmp-sn	spati
.	Z	.

na	Sa	na
dRveno	Rgp	drveno
pa	Cc	pa
ljUljka	Ncfsn	Ljuljka
pa	Cc	pa
ozdOl	Rgp	odozdo
slAma	Ncfsn	slama
.	Z	.

((XXX))	X	((xxx))
.	Z	.

ozgOr	Rgp	odozgo
od	Sg	od
flanEru	Pp3msg	flanEru
pElena	Ncfsn	pelena
.	Z	.

pa	Cc	pa
ozdO/	Ncfpn	ozdoa
ozgOr	Rgp	odozgo
bAbina	Npfsn	bAbina
pregljAča	Npfsn	pregljAča
.	Z	.

tkanA	Agpfsny	tkan
vUnena	Agpfsny	vunen
.	Z	.

a	Cc	a
ozgOre	Agpfsny	ozgori
svekRva	Ncfsn	svekrva
nacepAla	Vmp-sf	nacepati
.	Z	.

potkošUlje	Ncfpn	potkošulja
od	Sg	od
svAšta	Pi3n-a	svašta
.	Z	.

postIljci	Npmpn	postIljac
.	Z	.

o	Sl	o
ne	Qz	ne
kanO	Vmp-sn	kati
sAg	Rgp	sad
.	Z	.

i	Cc	i
do	Sg	do
četerEs	Mlc	četrdeset
dAna	Ncmsg	dan
se	Pxsa	sebe
ne	Qz	ne
perE	Vmr3s	prati
sa	Si	sa
sapUn	Ncmsan	sapun
.	Z	.

nIti	Cc	niti
se	Pxsa	sebe
prostIre	Vmr3s	prostirati
tAm	Rgp	tamo
da	Cs	da
lelEju	Vmr3p	leleti
ovAk	Rgp	ovako
drEje	Mdc	dreje
.	Z	.

nEgo	Cc	nego
Uza	Sa	uz
zId	Ncmsan	zid
.	Z	.

pElenete	Ncfpn-t	pelena
.	Z	.

kakvO	Pi-nsn	kakav
perEš	Vmr2s	prati
.	Z	.

i	Cc	i
.	Z	.

u	Sl	u
ljUljkutu	Ncnsl	ljuljka
bEli	Agpmsny	beo
lUk	Ncmsn	luk
.	Z	.

češnjOvi	Ncmpn	češnj
tUreno	Appnsny	turiti
tOj	Pd-nsn	taj
od	Sg	od
.	Z	.

od	Sg	od
vIle	Ncfsg	vila
od	Sg	od
svAšta	Pi3n-a	svašta
.	Z	.

tO	Pd-nsn	taj
tOj	Pd-nsn	taj
na	Sa	na
i	Cc	i
katrAn	Ncmsan	katran
.	Z	.

u	Sa	u
.	Z	.

sUd	Ncmsn	sud
nEki	Pi-mpn	neki
.	Z	.

katrAn	Ncmsn	katran
.	Z	.

pa	Cc	pa
vEčerom	Ncfsi	večer
•	X	•
se	Px--sa	sebe
pokAdi	Vmp-sn	pokati
.	Z	.

tUri	Vmr3s	turiti
se	Pxsa	sebe
na	Sa	na
Uglen	Npmsan	Uglen
od	Sg	od
katrAn	Ncmsn	katran
pa	Cc	pa
se	Px--sa	sebe
kAdi	Vmr3s	kaditi
.	Z	.

pa	Cc	pa
kAd	Cs	kad
se	Px--sa	sebe
rOdi	Vmr3s	roditi
detE	Ncnsn	dete
onI	Pp3mpn	oni
.	Z	.

molI/	Z	molI/

onI	Pp3mpn	oni
idU	Vmr3p	ići
kOd	Sg	kod
popA	Ncmsg	pop
za	Sa	za
molItvu	Ncfsa	molitva
.	Z	.

u	Sa	u
cRkvu	Ncfsa	crkva
.	Z	.

tAm	Rgp	tamo
tO	Pd-nsn	taj
očIta	Vmr3s	očitati
sƏm	Px--sa	sƏm
•	X	•
i	Cc	i
.	Z	.

donEsoše	Vma3p	doneti
bosIlja	Ncnsg	bosilje
i	Cc	i
vodIca	Ncfsn	vodica
.	Z	.

i	Cc	i
tAg	Rgp	tako
se	Px--sa	sebe
tOj	Pd-nsn	taj
detE	Ncnsn	dete
.	Z	.

pomIje	Ncfpn	pomije
po	Sl	po
okUplja	Vmr3s	okupljati
.	Z	.

sas	Si	sa
tUj	Pd-fsa	taj
molItvu	Ncfsa	molitva
nAjpre	Rgp	najpre
i	Cc	i
mAti	Ncfsn	mati
i	Cc	i
detE	Ncnsa	dete
.	Z	.

tO	Pd-nsn	taj
je	Vcr3s	biti
takOj	Rgp	tako
bIlo	Vcp-sn	biti
.	Z	.

pa	Cc	pa
tOj	Pd-nsn	taj
.	Z	.

kAd	Cs	kad
se	Px--sa	sebe
grAde	Vmr3p	graditi
rodIl	Vmp-pm	roditi
onO	Pd-nsa	onaj
gledAli	Vmp-pm	gledati
se	Px--sa	sebe
sI	Px--sd	sebe
rEdom	Rgp	redom
.	Z	.

ne	Qz	ne
•	X	•
ne	Qz	ne
nIšta	Pi3n-n	ništa
.	Z	.

nemOj	Vmm2s-y	moći
da	Cs	da
.	Z	.

dE	Rgp	gde
znAje	Vmr3s	znati
đAvola	Ncmsg	đavo
.	Z	.

kojI	Pipn	koji
dodIl	Vmp-sm	doći
kAd	Cs	kad
sam	Var1s	biti
se	Px--sa	sebe
rodIla	Vmp-sf	roditi
pRvi	Mlomsn	prvi
da	Cs	da
me	Pp1-sa	ja
vIdi	Vmr3s	videti
.	Z	.

njOjno	Aspfsny	njojn
mAti	Ncfsn	mati
.	Z	.

bAba	Ncfsn	baba
.	Z	.

((laugh))	X	((laugh))
.	Z	.

donosIle	Vmp-pf	donositi
kravAj	Ncmsn	kravaj
.	Z	.

prE	Sg	pre
prEsan	Agpmsnn	presan
kravAj	Ncmsn	kravaj
.	Z	.

pa	Cc	pa
omEsi	Vmr3s	omesiti
tAg	Rgp	tako
ako	Cs	ako
imA	Vmr3s	imati
nekI	Pi-msn	neki
dinAr	Ncmsan	dinar
.	Z	.

o	I	o
odAvna	Rgp	odavno
onOj	Pd-nsn	onaj
•	X	•
postavAk	Npmsn	postavAk
.	Z	.

pRten	Npmsn	pRten
.	Z	.

pamUčan	Agpmsnn	pamučan
odsečU	Vmr3p	odseći
.	Z	.

pretEnce	Qr	pretEnce
.	Z	.

aha	Qr	aha
.	Z	.

tkanO	Appnsny	tkati
peškIr	Ncmsan	peškir
pa	Cc	pa
tO	Pdsn	taj
nosIlo	Vmpn	nositi
nE	Qz	ne
imAlo	Vmp-sn	imati
da	Cs	da
.	Z	.

pa	Cc	pa
.	Z	.

peškirčE	Aspfsny	peškirč
pElena	Ncfsn	pelena
.	Z	.

a	Cc	a
kravAj	Ncmsn	kravaj
nOse	Vmr3p	nositi
kr/	Y	kr/

pRvi	Mlomsn	prvi
kravAj	Ncmsn	kravaj
.	Z	.

mAti	Ncfsn	mati
.	Z	.

nosEna	Qr	nosEna
.	Z	.

na	Sa	na
ćErku	Ncfsa	ćerka
.	Z	.

